Date,SPY,QQQ,AGG,GLD
12/29/2025,-0.003563616,-0.004840597,0.00119952,-0.043528339
12/26/2025,-0.000101393,-6.41098E-05,0.00019996,0.011676741
12/24/2025,0.003517646,0.002925528,0.002204409,-0.00413403
12/23/2025,0.004570477,0.004683387,0,0.013252333
12/22/2025,0.006229889,0.003500527,-0.000400641,0.02308155
12/19/2025,0.00609044,0.013035412,-0.004784689,0.001129036
12/18/2025,0.007551385,0.014490098,0.002498251,-0.001803201
12/17/2025,-0.011003579,-0.018536984,-0.0002997,0.008588244
12/16/2025,-0.002732361,0.001981852,0.001901712,0.000227388
12/15/2025,-0.001510796,-0.005019393,0.001001904,0.000910378
12/12/2025,-0.010752064,-0.019118258,-0.003096284,0.005594548
12/11/2025,0.002327036,-0.003234493,0.0001998,0.010769824
12/10/2025,0.006632115,0.004095672,0.003207056,0.004259164
12/9/2025,-0.00086304,0.001233421,-0.000901172,0.005137253
12/8/2025,-0.003004273,-0.001918527,-0.00159952,-0.002639478
12/5/2025,0.001899502,0.004077439,-0.001098462,-0.001782347
12/4/2025,0.000731112,-0.000930203,-0.002390915,0.000646195
12/3/2025,0.003462797,0.00244373,0.001896397,-0.000929656
12/2/2025,0.001852206,0.007826045,0.00129922,-0.006440026
12/1/2025,-0.004565475,-0.003358902,-0.007538187,0.004821079
11/28/2025,0.005458451,0.008107184,-0.001386688,0.012424306
11/26/2025,0.006903499,0.00883575,0.001587302,0.007998316
11/25/2025,0.009405889,0.006163659,0.001589825,-0.000315623
11/24/2025,0.014718602,0.025573237,0.001991239,0.015844177
11/21/2025,0.009961228,0.007512763,0.00239521,-0.001547286
11/20/2025,-0.015242292,-0.023671796,0.001199041,-0.000293365
11/19/2025,0.003863168,0.005970049,0,0.001629491
11/18/2025,-0.008397554,-0.012175728,0.00059988,0.0072649
11/17/2025,-0.009316447,-0.008540551,0.0002,-0.011463986
11/14/2025,-0.000163681,0.000756082,-0.001198562,-0.018047901
11/13/2025,-0.016593989,-0.020416049,-0.002987453,-0.008083111
11/12/2025,0.000556369,-0.000788326,-0.000398168,0.016110775
11/11/2025,0.00228927,-0.002663543,0.002995208,0.00393784
11/10/2025,0.015604274,0.022124184,-0.000399202,0.027341099
11/7/2025,0.000984619,-0.003155296,-0.000399042,0.006119048
11/6/2025,-0.01072936,-0.018627262,0.003704816,-0.001200513
11/5/2025,0.003465435,0.006507872,-0.002696225,0.011564363
11/4/2025,-0.011853543,-0.020298064,0.00049955,-0.017517219
11/3/2025,0.001876668,0.004784841,-0.004475831,0.001792894
10/31/2025,0.003280232,0.004823896,-0.000596421,-0.005430524
10/30/2025,-0.010998123,-0.015288548,-0.001885108,0.019641873
10/29/2025,0.000480307,0.004502939,-0.004739804,-0.003787255
10/28/2025,0.002656004,0.007689981,0.000592827,-0.007166017
10/27/2025,0.011797711,0.017809107,0.00069211,-0.027839585
10/24/2025,0.008172562,0.010678371,0.000989707,-0.003352781
10/23/2025,0.005929919,0.008406415,-0.001778305,0.004002332
10/22/2025,-0.005198945,-0.009633943,-9.87849E-05,0.000106033
10/21/2025,-1.48965E-05,-0.000261635,0.000988826,-0.064268883
10/20/2025,0.010400518,0.012600798,0.001683835,0.036401964
10/17/2025,0.005676314,0.006566776,-0.001384768,-0.018817001
10/16/2025,-0.006810289,-0.003702966,0.003573556,0.023387284
10/15/2025,0.004439545,0.007056856,-0.000396904,0.017332388
10/14/2025,-0.001221646,-0.006661019,0.001590141,0.007141157
10/13/2025,0.015344094,0.021221374,0.001891865,0.02430104
10/10/2025,-0.027027832,-0.034714262,0.00409918,0.010097693
10/9/2025,-0.002897,-0.001210258,-0.001198322,-0.018452861
10/8/2025,0.005963056,0.01146383,9.98702E-05,0.016491017
10/7/2025,-0.003707509,-0.005265669,0.00170068,0.005159449
10/6/2025,0.003586318,0.007510196,-0.002196047,0.018845767
10/3/2025,-1.49428E-05,-0.004209796,-0.001096819,0.008032921
10/2/2025,0.001151919,0.004111065,0.001098024,-0.003482853
10/1/2025,0.003407487,0.004797042,-0.000698254,0.001575379
9/30/2025,0.003766876,0.002739131,-9.97407E-05,0.008539976
9/29/2025,0.002810432,0.004631106,0.001898671,0.01649651
9/26/2025,0.005729048,0.004110997,0.0007,0.005772299
9/25/2025,-0.004613523,-0.004311357,-0.001398043,0.00416521
9/24/2025,-0.003181496,-0.003510532,-0.001893751,-0.009063095
9/23/2025,-0.005443585,-0.006642312,0.001597285,0.004086364
9/22/2025,0.004731053,0.004755151,-0.00119653,0.017306445
9/19/2025,0.002174373,0.006769469,0,0.010607234
9/18/2025,0.004672472,0.009016949,-0.00278413,-0.004006291
9/17/2025,-0.001242424,-0.001996008,-0.0017866,-0.007715186
9/16/2025,-0.001376889,-0.000845051,0.00039718,0.002006432
9/15/2025,0.005323923,0.008556915,0.001690869,0.010404866
9/12/2025,-0.000334535,0.004417203,-0.000894365,0.001971562
9/11/2025,0.008310207,0.005820561,0.001891677,-0.00149138
9/10/2025,0.00289084,0.000327298,0.001995211,0.003592169
9/9/2025,0.002311854,0.002833106,-0.001991239,-0.002269876
9/8/2025,0.002456585,0.004877964,0.003396603,0.011388008
9/5/2025,-0.002896229,0.001442901,0.004717455,0.013345985
9/4/2025,0.008357411,0.00905152,0.004031039,-0.004418846
9/3/2025,0.005419589,0.007867473,0.003641145,0.007831936
9/2/2025,-0.007410278,-0.008380084,-0.005932033,0.023642594
8/29/2025,-0.005963755,-0.011575518,-0.001305352,0.009649875
8/28/2025,0.003541438,0.006259917,0.001206394,0.007419014
8/27/2025,0.002278505,0.001536823,0.00100634,0.002018713
8/26/2025,0.004186966,0.00401529,0.001209068,0.007262047
8/25/2025,-0.004400986,-0.002884767,-0.001509054,-0.002414837
8/22/2025,0.015356778,0.015427496,0.005563986,0.010706499
8/21/2025,-0.004011847,-0.004629793,-0.002321356,-0.00346997
8/20/2025,-0.002657039,-0.005937324,0.000605938,0.010122187
8/19/2025,-0.005425152,-0.013567604,0.001922493,-0.005473204
8/18/2025,-0.000217581,-0.000398379,-0.001111785,-0.001561331
8/15/2025,-0.002341267,-0.004397386,-0.001513775,0.000585842
8/14/2025,9.30391E-05,-0.000775408,-0.002817752,-0.006338734
8/13/2025,0.003423112,0.000499957,0.003635996,0.003049275
8/12/2025,0.010645993,0.012568735,0,-0.00090747
8/11/2025,-0.001977463,-0.002958837,0.000707499,-0.014374701
8/8/2025,0.007797548,0.009328227,-0.001916675,-0.000223556
8/7/2025,-0.000837574,0.003384333,-0.00080637,0.008438003
8/6/2025,0.007659602,0.012583219,-0.000403023,-0.002121095
8/5/2025,-0.005069949,-0.006789576,0.000302358,0.000804091
8/4/2025,0.015199768,0.01845165,0.00080694,0.00582317
8/1/2025,-0.01639033,-0.019698766,0.005272764,0.02029971
7/31/2025,-0.003751222,-0.005299109,0.000507254,0.006645401
7/30/2025,-0.001259327,0.001339774,-0.002832575,-0.017273469
7/29/2025,-0.002637611,-0.001548914,0.005390561,0.002750401
7/28/2025,-0.000251138,0.003125166,-0.001320467,-0.00647365
7/25/2025,0.004224331,0.002407037,0.001627836,-0.009250008
7/24/2025,0.000331121,0.002128377,-0.000610066,-0.006118265
7/23/2025,0.008507458,0.004561247,-0.002231916,-0.012401139
7/22/2025,0.000143137,-0.005175745,0.001931287,0.009484878
7/21/2025,0.001896173,0.005184763,0.002752013,0.015370148
7/18/2025,-0.000732437,-0.000961196,0.001838048,0.002600865
7/17/2025,0.006119637,0.008092734,0.000408622,-0.00217349
7/16/2025,0.003343299,0.001023854,0.001432225,0.0049881
7/15/2025,-0.004273299,0.00091692,-0.002957976,-0.004155709
7/14/2025,0.001908213,0.00362685,-0.000101989,-0.003655302
7/11/2025,-0.003515388,-0.002250428,-0.004164128,0.009601568
7/10/2025,0.002820242,-0.001438202,-0.000304599,0.002225714
7/9/2025,0.005996711,0.007078973,0.004180261,0.004471331
7/8/2025,-0.000547786,0.000561564,-0.000407664,-0.01044344
7/7/2025,-0.007451946,-0.007532991,-0.003554382,0.000748844
7/3/2025,0.007881376,0.009840232,-0.002026959,-0.006822959
7/2/2025,0.004533312,0.006965392,-0.001214698,0.005527556
7/1/2025,-0.000323703,-0.00842941,-0.004133065,0.008923006
6/30/2025,0.004781187,0.006477038,0.004048583,0.011984596
6/27/2025,0.004968376,0.003423529,-0.002825999,-0.018123737
6/26/2025,0.007823824,0.009350285,0.002732517,-0.001107059
6/25/2025,0.000560335,0.002556597,-0.000101194,0.00303733
6/24/2025,0.011047238,0.015292015,0.004064215,-0.015719429
6/23/2025,0.009877499,0.009149061,0.002036245,0.003063232
6/20/2025,-0.005289234,-0.004083253,0.000917151,-0.000419003
6/18/2025,-0.00015062,-0.000170107,0.000713849,-0.005385651
6/17/2025,-0.008545165,-0.009751259,0.00306874,0.000513182
6/16/2025,0.009514238,0.013909974,-0.00204165,-0.014259066
6/13/2025,-0.011180124,-0.01255481,-0.003560167,0.013100577
6/12/2025,0.003974325,0.002347815,0.003675345,0.012420145
6/11/2025,-0.002852026,-0.003369461,0.003380455,0.005412279
6/10/2025,0.005669691,0.006613906,0.002258727,0.000293523
6/9/2025,0.000901292,0.00147192,0.001233553,0.004718527
6/6/2025,0.010268949,0.009775339,-0.00511352,-0.013416093
6/5/2025,-0.004832782,-0.007526902,-0.00255024,-0.005049855
6/4/2025,-0.000268416,0.002787787,0.00595177,0.006442006
6/3/2025,0.00570262,0.007817129,-0.000717801,-0.00885552
6/2/2025,0.005632943,0.007898133,-0.005912334,0.026581028
5/30/2025,-0.001118549,-0.001577135,0.002452483,-0.00657701
5/29/2025,0.003947391,0.001965659,0.003692308,0.005924756
5/28/2025,-0.005785334,-0.00443191,-0.001842752,-0.00226601
5/27/2025,0.020790523,0.023525253,0.004524887,-0.016949153
5/23/2025,-0.006825704,-0.0092607,0.001441813,0.021906239
5/22/2025,0.000394606,0.001871199,0.002891964,-0.008861422
5/21/2025,-0.016850805,-0.013896631,-0.006566797,0.007378615
5/20/2025,-0.003362192,-0.003333269,-0.001741268,0.018622286
5/19/2025,0.001093908,0.000958754,-0.000307188,0.012880642
5/16/2025,0.006334045,0.004352431,0.000614754,-0.012087027
5/15/2025,0.004884358,0.001098943,0.005667182,0.015963979
5/14/2025,0.001278031,0.005993134,-0.002876811,-0.021037868
5/13/2025,0.006603887,0.015240721,-0.001026378,0.004259029
5/12/2025,0.033047454,0.040740209,-0.003375614,-0.028190588
5/9/2025,-0.001274201,-0.000655348,0.001023961,0.007254702
5/8/2025,0.006967834,0.01032485,-0.00519507,-0.019694288
5/7/2025,0.00420544,0.003925967,0.0015303,-0.014993026
5/6/2025,-0.008358325,-0.009301751,0.00245449,0.028023983
5/5/2025,-0.00573435,-0.005932533,-0.001735579,0.029867776
5/2/2025,0.014844128,0.01484388,-0.004876562,0.001748134
5/1/2025,0.007086955,0.013060761,-0.005958392,-0.020772295
4/30/2025,0.000396883,-0.000126175,-0.000908082,-0.007482193
4/29/2025,0.006299356,0.006604433,0.00242743,-0.009738894
4/28/2025,0.000381374,-0.00031742,0.002738337,0.014242116
4/25/2025,0.007225301,0.011147962,0.003664495,-0.010841692
4/24/2025,0.021048896,0.0281371,0.005527124,0.014556233
4/23/2025,535.42,454.56,97.7,303.65
